question_set,question,choice,"Organization","Issue area","Financial transparency","Accountability","Funding sources","Relationship with host government"
43,12,1,4,4,1,2,1,1
43,12,2,3,4,1,2,1,2
43,12,3,4,2,1,1,1,2
44,1,1,4,1,2,1,2,3
44,1,2,2,4,2,1,3,3
44,1,3,3,2,2,2,3,1
44,2,1,4,3,1,2,2,3
44,2,2,3,1,2,2,3,1
44,2,3,4,3,1,2,1,2
44,3,1,3,4,2,2,2,2
44,3,2,2,4,1,1,3,1
44,3,3,1,2,2,2,2,2
44,4,1,4,2,2,1,1,3
44,4,2,4,2,1,2,2,3
44,4,3,2,2,2,1,3,2
44,5,1,4,3,1,2,3,1
44,5,2,3,2,1,1,1,1
44,5,3,1,3,2,1,1,3
44,6,1,3,4,1,1,3,2
44,6,2,3,2,1,2,3,1
44,6,3,2,1,2,1,1,1
44,7,1,1,3,1,2,1,2
44,7,2,3,1,2,2,2,3
44,7,3,1,3,1,1,2,3
44,8,1,2,4,1,2,2,2
44,8,2,1,1,2,2,3,1
44,8,3,2,1,1,1,1,2
44,9,1,4,2,1,1,3,1
44,9,2,2,4,1,1,2,2
44,9,3,1,1,1,2,1,3
44,10,1,1,4,2,1,1,3
44,10,2,1,2,1,2,1,1
44,10,3,4,1,2,2,1,3
44,11,1,3,3,1,2,2,1
44,11,2,3,3,2,1,2,1
44,11,3,2,4,1,1,3,3
44,12,1,1,3,2,2,2,2
44,12,2,4,1,2,1,3,2
44,12,3,2,4,2,1,1,2
45,1,1,2,3,2,2,1,3
45,1,2,3,3,1,1,2,3
45,1,3,1,2,1,1,2,2
45,2,1,1,1,1,2,3,3
45,2,2,2,2,1,1,1,3
45,2,3,1,1,1,2,3,1
45,3,1,4,1,1,2,2,1
45,3,2,4,2,2,2,3,3
45,3,3,3,4,2,1,2,2
45,4,1,4,1,2,2,3,1
45,4,2,4,1,2,1,3,1
45,4,3,3,3,1,2,1,1
45,5,1,1,4,2,1,2,1
45,5,2,2,1,1,2,1,2
45,5,3,4,2,2,2,3,1
45,6,1,3,1,1,2,1,2
45,6,2,4,4,2,2,1,2
45,6,3,1,3,1,1,2,1
45,7,1,1,3,1,2,3,1
45,7,2,2,2,2,2,1,1
45,7,3,2,3,1,1,3,2
45,8,1,3,4,2,2,2,2
45,8,2,1,2,1,2,1,2
45,8,3,4,2,2,1,3,3
45,9,1,3,4,1,1,3,3
45,9,2,3,4,1,1,1,2
45,9,3,2,4,2,1,2,2
45,10,1,1,3,2,1,1,2
45,10,2,2,3,2,1,3,3
45,10,3,1,4,1,1,2,3
45,11,1,2,4,2,2,3,2
45,11,2,3,1,2,2,2,1
45,11,3,4,3,1,1,2,3
45,12,1,4,2,2,1,2,3
45,12,2,3,2,2,2,1,3
45,12,3,2,1,1,1,1,1
46,1,1,2,4,2,2,2,1
46,1,2,2,3,2,1,1,2
46,1,3,2,4,1,2,1,1
46,2,1,4,1,1,2,1,2
46,2,2,4,4,1,1,1,3
46,2,3,2,3,2,2,3,3
46,3,1,4,2,1,2,3,2
46,3,2,1,4,2,1,2,2
46,3,3,1,3,1,1,1,1
46,4,1,2,3,1,1,2,1
46,4,2,2,3,2,1,2,2
46,4,3,1,2,2,1,2,3
46,5,1,3,4,2,2,3,1
46,5,2,4,1,2,2,2,2
46,5,3,4,2,1,2,3,3
46,6,1,3,1,2,1,1,3
46,6,2,4,2,2,2,2,3
46,6,3,3,4,1,2,3,3
46,7,1,3,1,1,1,1,3
46,7,2,3,1,1,1,2,3
46,7,3,4,3,1,2,1,2
46,8,1,1,1,2,1,1,3
46,8,2,1,4,1,1,3,2
46,8,3,3,3,1,1,2,3
46,9,1,2,2,1,1,3,3
46,9,2,2,2,2,2,1,1
46,9,3,1,3,1,2,1,2
46,10,1,3,1,2,1,2,2
46,10,2,4,2,1,2,3,1
46,10,3,1,4,2,2,3,1
46,11,1,1,3,2,1,3,1
46,11,2,3,4,2,2,2,2
46,11,3,2,1,1,1,2,1
46,12,1,3,1,2,2,1,1
46,12,2,4,2,1,1,3,2
46,12,3,1,2,2,2,3,1
47,1,1,1,4,2,1,1,3
47,1,2,3,1,2,1,1,2
47,1,3,4,4,1,1,2,1
47,2,1,3,3,1,2,1,1
47,2,2,3,2,2,2,2,3
47,2,3,3,4,1,2,2,1
47,3,1,2,2,1,1,2,2
47,3,2,1,4,1,2,1,1
47,3,3,3,1,1,1,3,2
47,4,1,2,3,2,2,3,1
47,4,2,1,2,2,1,3,2
47,4,3,1,2,1,2,1,3
47,5,1,4,4,2,1,2,2
47,5,2,4,1,2,1,2,2
47,5,3,3,1,1,2,2,1
47,6,1,2,1,1,1,3,1
47,6,2,1,2,2,1,1,3
47,6,3,2,3,2,2,2,3
47,7,1,4,2,2,1,2,2
47,7,2,3,4,1,2,1,2
47,7,3,1,4,1,2,3,1
47,8,1,2,2,2,2,2,1
47,8,2,4,3,1,1,3,3
47,8,3,4,2,2,2,3,1
47,9,1,1,3,1,1,3,2
47,9,2,4,1,1,2,3,2
47,9,3,1,1,2,2,2,1
47,10,1,2,2,2,2,3,3
47,10,2,2,3,2,1,1,3
47,10,3,1,1,1,1,1,2
47,11,1,3,3,2,2,1,1
47,11,2,4,4,1,2,3,3
47,11,3,3,3,1,1,1,3
47,12,1,2,3,2,2,1,3
47,12,2,2,1,2,1,2,2
47,12,3,4,4,1,1,3,3
48,1,1,4,2,1,2,2,1
48,1,2,1,2,1,1,2,2
48,1,3,3,1,2,1,2,1
48,2,1,2,1,1,2,2,3
48,2,2,1,2,1,2,3,2
48,2,3,2,1,2,1,3,2
48,3,1,1,3,2,2,3,1
48,3,2,1,2,1,1,3,3
48,3,3,3,1,2,2,2,1
48,4,1,4,4,2,1,1,3
48,4,2,4,1,2,1,3,3
48,4,3,3,3,1,1,3,3
48,5,1,3,3,1,2,3,2
48,5,2,1,1,2,1,2,2
48,5,3,2,3,1,1,2,3
48,6,1,4,2,1,2,3,1
48,6,2,2,3,2,2,3,1
48,6,3,1,1,2,1,2,1
48,7,1,3,1,1,1,1,1
48,7,2,2,3,2,1,1,1
48,7,3,2,4,1,2,1,3
48,8,1,4,2,2,1,2,1
48,8,2,4,4,1,2,1,3
48,8,3,2,2,2,2,3,2
48,9,1,1,4,1,1,2,2
48,9,2,2,2,2,2,2,2
48,9,3,3,4,1,2,1,2
48,10,1,3,2,2,2,3,1
48,10,2,4,4,2,2,1,3
48,10,3,3,1,2,2,1,1
48,11,1,1,4,1,2,1,2
48,11,2,1,3,1,1,3,2
48,11,3,3,4,2,1,1,2
48,12,1,2,3,1,1,1,3
48,12,2,4,3,1,1,2,3
48,12,3,4,4,2,2,1,3
49,1,1,1,3,1,2,2,1
49,1,2,3,3,2,2,3,2
49,1,3,4,3,2,2,3,1
49,2,1,3,2,2,1,3,3
49,2,2,3,4,1,1,3,3
49,2,3,4,3,1,2,2,1
49,3,1,3,4,2,2,1,1
49,3,2,3,4,1,1,3,3
49,3,3,2,3,2,2,3,3
49,4,1,1,1,2,1,2,1
49,4,2,1,2,1,2,2,3
49,4,3,3,4,2,1,1,2
49,5,1,1,3,1,1,2,3
49,5,2,4,4,1,2,2,2
49,5,3,2,2,2,1,3,2
49,6,1,4,1,2,2,2,1
49,6,2,2,1,1,1,3,1
49,6,3,1,3,2,1,1,1
49,7,1,2,1,2,2,1,2
49,7,2,3,3,2,2,1,1
49,7,3,4,2,1,2,3,2
49,8,1,2,4,1,1,1,2
49,8,2,2,1,1,2,1,2
49,8,3,4,2,1,2,1,1
49,9,1,4,1,1,2,2,3
49,9,2,1,1,2,2,2,2
49,9,3,3,4,1,1,1,3
49,10,1,1,2,1,2,2,3
49,10,2,3,2,2,2,3,1
49,10,3,2,4,1,1,3,2
49,11,1,2,3,1,1,3,3
49,11,2,2,1,2,1,1,2
49,11,3,1,1,2,1,2,3
49,12,1,4,2,2,1,2,2
49,12,2,4,4,2,1,1,1
49,12,3,1,2,1,1,1,3
50,1,1,1,4,2,2,1,2
50,1,2,1,1,2,2,2,1
50,1,3,1,4,2,1,1,2
50,2,1,2,3,2,1,2,2
50,2,2,2,4,2,1,2,1
50,2,3,2,3,1,2,3,3
50,3,1,4,2,1,2,3,3
50,3,2,3,4,2,2,1,1
50,3,3,4,3,1,2,1,3
50,4,1,1,3,2,1,1,2
50,4,2,3,1,1,1,3,1
50,4,3,4,1,2,1,2,1
50,5,1,2,2,2,1,2,3
50,5,2,3,2,2,1,1,1
50,5,3,4,1,1,2,2,2
50,6,1,4,1,1,2,1,3
50,6,2,4,3,1,1,3,2
50,6,3,4,4,2,1,3,3
50,7,1,4,2,1,1,2,2
50,7,2,1,4,2,1,3,3
50,7,3,2,3,1,2,1,3
50,8,1,3,1,2,2,3,2
50,8,2,2,3,1,2,3,1
50,8,3,2,2,1,2,2,2
50,9,1,2,4,2,2,2,3
50,9,2,1,1,1,1,1,1
50,9,3,1,2,1,1,1,1
50,10,1,1,1,2,2,3,3
50,10,2,4,2,2,2,1,2
50,10,3,3,2,2,1,2,2
50,11,1,1,1,1,2,2,1
50,11,2,3,4,1,2,1,1
50,11,3,3,3,2,1,3,2
50,12,1,3,4,1,1,3,1
50,12,2,2,3,1,2,2,3
50,12,3,3,2,1,1,3,3
51,1,1,1,2,2,1,1,1
51,1,2,3,1,2,1,3,3
51,1,3,4,3,1,2,2,1
51,2,1,2,4,2,1,1,3
51,2,2,4,3,1,1,2,1
51,2,3,1,1,2,2,2,1
51,3,1,1,2,1,1,3,1
51,3,2,2,4,1,2,3,3
51,3,3,2,2,1,2,2,2
51,4,1,3,4,2,2,1,3
51,4,2,2,3,2,2,2,3
51,4,3,2,1,1,2,1,1
51,5,1,2,2,2,1,2,2
51,5,2,4,2,2,1,2,3
51,5,3,1,1,2,1,3,3
51,6,1,3,3,2,2,3,3
51,6,2,3,1,1,2,1,2
51,6,3,2,3,1,1,1,1
51,7,1,4,2,2,1,2,3
51,7,2,2,4,1,1,1,2
51,7,3,1,4,1,1,3,3
51,8,1,4,3,1,1,1,2
51,8,2,1,1,2,2,2,2
51,8,3,4,1,1,2,3,1
51,9,1,3,2,1,1,2,2
51,9,2,2,2,1,2,2,2
51,9,3,3,3,2,2,3,1
51,10,1,3,3,1,2,1,1
51,10,2,3,1,2,2,1,3
51,10,3,4,1,2,1,1,2
51,11,1,4,4,1,1,3,2
51,11,2,3,4,1,1,2,1
51,11,3,4,4,2,2,3,2
51,12,1,1,2,1,1,3,1
51,12,2,1,4,2,2,1,2
51,12,3,1,3,2,2,3,3
52,1,1,3,4,1,2,2,3
52,1,2,3,3,1,1,1,2
52,1,3,3,4,2,2,1,1
52,2,1,3,4,1,2,1,3
52,2,2,1,3,1,1,3,2
52,2,3,2,4,1,2,2,1
52,3,1,1,2,2,1,2,1
52,3,2,3,3,2,2,2,2
52,3,3,1,3,2,2,2,3
52,4,1,1,1,1,2,2,2
52,4,2,3,4,2,1,3,3
52,4,3,2,3,2,1,2,1
52,5,1,3,1,2,2,3,1
52,5,2,3,2,2,2,3,2
52,5,3,2,4,1,1,3,1
52,6,1,2,3,1,2,3,3
52,6,2,1,1,2,1,3,1
52,6,3,4,1,1,2,1,3
52,7,1,4,2,2,1,3,1
52,7,2,4,2,2,1,1,2
52,7,3,4,2,2,1,1,3
52,8,1,1,3,1,2,1,2
52,8,2,2,1,1,1,2,1
52,8,3,1,2,2,2,1,2
52,9,1,4,2,2,1,1,3
52,9,2,4,4,2,1,3,3
52,9,3,4,4,1,2,2,1
52,10,1,3,4,2,1,2,2
52,10,2,4,1,1,2,3,1
52,10,3,2,2,2,2,1,2
52,11,1,1,3,1,1,1,3
52,11,2,2,1,1,2,2,2
52,11,3,1,1,1,2,2,2
52,12,1,2,1,2,1,3,1
52,12,2,2,3,1,1,1,3
52,12,3,4,2,1,1,3,3
53,1,1,1,1,2,2,1,3
53,1,2,1,1,1,2,3,1
53,1,3,3,1,2,1,1,2
53,2,1,2,1,1,1,3,3
53,2,2,4,2,2,2,1,3
53,2,3,4,2,1,1,3,3
53,3,1,2,1,1,1,3,2
53,3,2,3,3,1,2,3,3
53,3,3,1,2,2,1,1,2
53,4,1,1,3,1,2,1,1
53,4,2,4,3,2,1,2,3
53,4,3,4,4,2,1,3,1
53,5,1,1,3,2,1,1,2
53,5,2,2,3,2,1,2,1
53,5,3,2,4,1,1,3,3
53,6,1,2,4,2,2,3,1
53,6,2,2,2,1,1,3,2
53,6,3,3,2,2,1,2,3
53,7,1,3,2,2,2,1,2
53,7,2,1,3,1,2,2,2
53,7,3,3,4,2,1,2,1
53,8,1,4,1,1,2,1,2
53,8,2,3,4,1,2,2,1
53,8,3,3,4,2,2,2,3
53,9,1,2,1,1,2,1,1
53,9,2,1,2,1,2,1,2
53,9,3,4,1,2,2,2,3
53,10,1,4,4,1,1,1,1
53,10,2,4,2,1,1,2,1
53,10,3,1,3,2,1,2,2
53,11,1,4,3,1,2,2,1
53,11,2,2,4,1,2,3,2
53,11,3,3,3,2,2,2,2
53,12,1,2,2,2,1,1,1
53,12,2,1,4,2,1,3,3
53,12,3,3,1,1,2,3,3
54,1,1,2,4,1,1,1,2
54,1,2,4,3,1,2,3,1
54,1,3,4,1,2,2,2,1
54,2,1,2,2,2,2,2,1
54,2,2,1,1,2,2,3,2
54,2,3,3,2,1,2,2,2
54,3,1,3,4,2,1,2,1
54,3,2,4,4,1,1,1,3
54,3,3,3,4,2,1,2,2
54,4,1,4,2,1,1,3,1
54,4,2,3,2,1,2,2,1
54,4,3,2,1,1,2,1,3
54,5,1,1,4,1,1,1,3
54,5,2,2,4,1,1,3,1
54,5,3,2,3,1,2,2,3
54,6,1,1,3,2,2,3,2
54,6,2,2,3,1,1,1,3
54,6,3,1,2,2,2,3,2
54,7,1,4,4,2,2,2,3
54,7,2,1,3,2,1,3,3
54,7,3,1,1,1,1,2,2
54,8,1,1,2,2,2,1,1
54,8,2,2,3,1,1,1,2
54,8,3,1,1,1,1,2,2
54,9,1,3,3,1,1,3,2
54,9,2,4,1,1,2,2,2
54,9,3,4,2,2,1,1,1
54,10,1,2,1,2,1,3,1
54,10,2,3,1,2,1,1,3
54,10,3,3,2,1,1,1,1
54,11,1,3,4,2,2,3,3
54,11,2,2,1,2,2,2,2
54,11,3,4,4,2,2,1,3
54,12,1,3,3,2,1,3,3
54,12,2,4,2,1,2,3,3
54,12,3,1,3,2,2,1,1
55,1,1,3,2,2,1,2,3
55,1,2,4,1,1,1,1,2
55,1,3,3,3,1,2,1,1
55,2,1,2,4,2,2,1,2
55,2,2,4,1,2,2,3,1
55,2,3,3,4,1,1,2,3
55,3,1,2,2,1,1,1,1
55,3,2,4,3,2,1,1,2
55,3,3,2,1,2,2,3,1
55,4,1,4,3,2,1,3,1
55,4,2,1,3,2,1,3,2
55,4,3,1,1,1,2,3,2
55,5,1,3,2,2,1,2,1
55,5,2,3,2,1,1,2,2
55,5,3,1,3,2,1,2,3
55,6,1,1,2,1,2,1,3
55,6,2,3,3,1,2,2,3
55,6,3,1,2,2,2,3,2
55,7,1,4,4,1,2,2,2
55,7,2,4,2,2,2,1,3
55,7,3,1,1,1,1,1,1
55,8,1,1,4,1,1,1,3
55,8,2,3,4,2,2,2,3
55,8,3,3,2,2,2,2,1
55,9,1,2,1,1,1,1,2
55,9,2,1,4,2,1,2,2
55,9,3,2,1,2,1,2,3
55,10,1,3,3,2,2,3,1
55,10,2,2,1,1,2,3,3
55,10,3,2,1,2,2,3,1
55,11,1,1,3,1,2,1,3
55,11,2,4,3,1,1,3,2
55,11,3,2,4,1,1,2,1
55,12,1,4,2,1,2,3,3
55,12,2,2,4,1,1,1,1
55,12,3,4,4,2,2,3,2
56,1,1,2,4,1,1,3,1
56,1,2,4,2,1,1,2,2
56,1,3,4,1,2,1,2,2
56,2,1,1,1,1,1,3,2
56,2,2,1,3,2,2,1,2
56,2,3,4,2,1,1,1,2
56,3,1,2,1,2,1,2,3
56,3,2,4,4,2,2,2,1
56,3,3,2,2,1,2,2,1
56,4,1,1,1,2,2,2,2
56,4,2,3,4,2,2,3,1
56,4,3,3,4,2,1,2,3
56,5,1,4,1,1,2,3,3
56,5,2,1,4,2,2,1,1
56,5,3,2,4,2,1,3,3
56,6,1,4,3,1,1,1,1
56,6,2,1,3,1,2,1,1
56,6,3,3,3,1,1,1,1
56,7,1,3,1,2,2,3,3
56,7,2,2,3,2,1,2,1
56,7,3,4,3,2,2,1,2
56,8,1,3,2,2,1,3,3
56,8,2,3,2,2,2,3,1
56,8,3,3,1,1,1,3,2
56,9,1,1,2,1,1,2,3
56,9,2,2,2,2,2,2,3
56,9,3,2,3,1,2,2,2
56,10,1,1,2,1,2,3,3
56,10,2,3,4,2,2,1,2
56,10,3,2,3,1,2,1,2
56,11,1,4,3,2,2,2,2
56,11,2,1,2,2,2,1,1
56,11,3,3,1,1,1,3,3
56,12,1,1,1,1,1,1,1
56,12,2,2,4,1,1,3,3
56,12,3,4,4,1,1,1,3
57,1,1,4,3,1,1,3,3
57,1,2,2,2,1,1,3,2
57,1,3,3,4,2,2,2,3
57,2,1,2,3,1,2,1,1
57,2,2,1,2,1,2,1,1
57,2,3,2,2,2,2,2,1
57,3,1,3,1,2,2,2,3
57,3,2,2,2,2,1,3,2
57,3,3,1,3,1,2,1,3
57,4,1,4,3,1,1,1,2
57,4,2,2,4,2,2,3,1
57,4,3,4,3,1,1,1,3
57,5,1,4,4,2,2,2,1
57,5,2,3,2,2,2,2,3
57,5,3,2,2,2,2,1,2
57,6,1,1,1,1,1,2,1
57,6,2,4,4,1,1,1,2
57,6,3,4,3,1,2,1,3
57,7,1,4,3,2,1,3,2
57,7,2,1,1,1,1,1,3
57,7,3,3,1,2,2,3,1
57,8,1,1,4,2,2,3,1
57,8,2,4,4,1,2,2,2
57,8,3,3,1,2,1,1,2
57,9,1,3,4,1,1,2,2
57,9,2,3,1,1,1,2,2
57,9,3,1,2,2,1,2,3
57,10,1,4,3,2,2,2,2
57,10,2,2,3,1,1,1,1
57,10,3,1,4,1,1,3,3
57,11,1,1,2,2,1,3,1
57,11,2,3,2,2,1,1,3
57,11,3,2,1,1,2,2,2
57,12,1,2,1,2,2,3,3
57,12,2,3,4,2,2,3,1
57,12,3,1,1,1,1,3,1
58,1,1,1,4,2,1,3,1
58,1,2,3,4,2,1,2,1
58,1,3,3,3,2,1,3,3
58,2,1,3,1,1,2,2,2
58,2,2,2,4,1,2,2,3
58,2,3,2,2,2,1,1,3
58,3,1,4,3,2,2,2,1
58,3,2,4,1,1,1,1,1
58,3,3,2,4,2,2,1,3
58,4,1,1,1,1,2,1,2
58,4,2,4,3,1,2,1,2
58,4,3,2,2,2,1,2,2
58,5,1,4,1,1,2,3,2
58,5,2,4,3,1,2,3,3
58,5,3,4,2,1,2,2,2
58,6,1,1,4,1,2,3,3
58,6,2,2,4,1,1,2,2
58,6,3,3,1,2,1,1,1
58,7,1,3,3,1,1,3,3
58,7,2,1,2,1,2,3,2
58,7,3,1,2,1,1,1,1
58,8,1,4,3,1,2,2,3
58,8,2,2,3,1,1,2,3
58,8,3,4,1,2,1,2,2
58,9,1,3,3,2,1,3,1
58,9,2,3,2,2,1,3,3
58,9,3,1,2,2,2,2,2
58,10,1,1,1,2,1,1,1
58,10,2,2,2,2,1,3,2
58,10,3,1,1,1,1,3,1
58,11,1,2,1,2,2,1,3
58,11,2,1,2,1,1,1,1
58,11,3,4,3,2,2,3,1
58,12,1,2,4,2,2,1,3
58,12,2,3,4,2,2,1,1
58,12,3,3,4,1,2,2,2
59,1,1,2,1,2,2,1,1
59,1,2,4,4,2,1,2,2
59,1,3,3,1,2,1,1,1
59,2,1,2,2,1,2,1,2
59,2,2,1,3,2,1,2,3
59,2,3,1,2,2,1,3,2
59,3,1,4,1,1,2,1,3
59,3,2,4,4,1,2,1,2
59,3,3,1,2,2,1,3,3
59,4,1,2,3,1,2,2,1
59,4,2,3,3,2,1,1,1
59,4,3,1,4,2,2,3,2
59,5,1,1,4,1,2,3,2
59,5,2,4,1,1,1,2,2
59,5,3,2,4,1,1,1,3
59,6,1,3,1,2,2,1,2
59,6,2,3,2,2,1,3,2
59,6,3,3,4,2,2,2,2
59,7,1,1,4,2,2,2,3
59,7,2,4,2,2,1,2,1
59,7,3,3,3,1,2,2,1
59,8,1,3,2,1,2,3,2
59,8,2,3,1,1,2,1,3
59,8,3,1,3,2,1,2,3
59,9,1,4,4,1,1,3,3
59,9,2,1,1,1,2,2,2
59,9,3,2,3,1,1,1,1
59,10,1,2,2,2,2,3,1
59,10,2,2,2,2,2,2,1
59,10,3,4,2,2,2,3,3
59,11,1,1,4,1,1,3,3
59,11,2,4,3,1,2,3,3
59,11,3,3,3,1,1,2,1
59,12,1,4,4,2,1,3,1
59,12,2,2,3,1,1,2,3
59,12,3,2,1,1,1,1,1
60,1,1,4,1,1,2,1,1
60,1,2,2,4,1,1,3,2
60,1,3,4,1,1,2,2,2
60,2,1,1,3,2,2,2,2
60,2,2,1,3,2,1,2,3
60,2,3,3,3,2,1,1,3
60,3,1,2,2,2,1,1,2
60,3,2,1,1,1,2,1,2
60,3,3,4,1,2,2,3,3
60,4,1,2,4,2,2,2,3
60,4,2,1,4,1,2,3,2
60,4,3,2,4,2,1,1,1
60,5,1,2,1,1,1,3,1
60,5,2,2,4,1,1,2,1
60,5,3,4,2,1,2,1,2
60,6,1,3,2,1,2,3,3
60,6,2,1,1,2,1,3,2
60,6,3,2,2,2,2,3,2
60,7,1,3,3,2,1,3,3
60,7,2,4,2,1,1,1,1
60,7,3,4,4,1,2,2,1
60,8,1,1,4,1,1,2,3
60,8,2,3,4,2,1,1,3
60,8,3,1,3,1,1,1,2
60,9,1,4,3,2,1,3,3
60,9,2,1,2,1,2,2,1
60,9,3,3,1,1,2,2,2
60,10,1,4,3,2,1,1,3
60,10,2,3,2,2,2,2,2
60,10,3,1,3,1,2,2,1
60,11,1,2,2,2,2,1,1
60,11,2,2,1,2,2,1,1
60,11,3,3,4,2,1,2,3
60,12,1,4,2,1,1,3,3
60,12,2,3,3,1,2,3,1
60,12,3,3,1,2,1,3,1
61,1,1,2,3,1,2,2,2
61,1,2,4,2,1,1,1,3
61,1,3,1,3,1,1,3,3
61,2,1,1,3,1,2,1,1
61,2,2,4,3,2,2,2,2
61,2,3,3,2,2,1,1,1
61,3,1,4,2,1,1,1,3
61,3,2,2,1,2,1,2,2
61,3,3,1,3,2,1,1,1
61,4,1,4,1,2,1,3,2
61,4,2,3,4,2,1,3,1
61,4,3,3,2,1,2,2,3
61,5,1,4,4,1,2,3,3
61,5,2,2,1,1,2,3,1
61,5,3,1,3,2,2,2,1
61,6,1,2,3,2,2,2,1
61,6,2,1,1,1,1,1,2
61,6,3,3,2,2,2,1,2
61,7,1,3,4,2,1,3,2
61,7,2,3,2,1,1,3,3
61,7,3,2,2,2,1,1,1
61,8,1,3,4,1,2,3,1
61,8,2,2,1,2,2,2,3
61,8,3,3,4,2,1,3,3
61,9,1,4,1,1,1,1,3
61,9,2,2,2,2,2,3,1
61,9,3,1,3,2,2,1,3
61,10,1,3,1,1,1,3,2
61,10,2,1,4,1,2,2,2
61,10,3,4,3,2,2,2,3
61,11,1,1,4,2,2,1,1
61,11,2,1,2,1,1,2,2
61,11,3,2,4,1,2,2,1
61,12,1,2,1,2,1,1,3
61,12,2,4,1,1,2,2,2
61,12,3,4,4,1,1,3,2
62,1,1,2,4,1,1,1,3
62,1,2,4,2,2,1,3,3
62,1,3,4,1,1,2,1,1
62,2,1,3,4,1,2,2,2
62,2,2,3,3,2,1,1,2
62,2,3,1,3,2,2,3,2
62,3,1,1,4,1,2,3,3
62,3,2,4,4,1,2,2,1
62,3,3,4,1,1,2,3,2
62,4,1,1,1,1,1,2,3
62,4,2,2,1,1,1,3,3
62,4,3,2,1,2,2,2,3
62,5,1,2,2,2,1,2,1
62,5,2,1,2,2,1,2,3
62,5,3,2,1,2,2,3,3
62,6,1,4,4,2,2,3,1
62,6,2,1,3,1,2,2,2
62,6,3,3,3,1,1,1,1
62,7,1,1,3,2,1,3,3
62,7,2,4,3,1,2,1,3
62,7,3,3,4,1,2,1,2
62,8,1,3,4,1,1,1,2
62,8,2,3,2,1,1,2,1
62,8,3,3,1,1,1,3,1
62,9,1,1,3,2,1,1,2
62,9,2,2,1,2,2,1,1
62,9,3,4,4,2,1,2,2
62,10,1,4,3,1,2,1,2
62,10,2,2,2,2,1,2,3
62,10,3,2,2,2,1,3,3
62,11,1,1,2,2,1,3,1
62,11,2,1,2,2,2,1,2
62,11,3,3,4,1,2,1,2
62,12,1,3,2,2,2,3,1
62,12,2,2,3,1,1,2,1
62,12,3,4,1,2,2,2,1
63,1,1,3,3,2,1,3,2
63,1,2,4,1,2,1,2,1
63,1,3,4,3,2,2,1,1
63,2,1,2,2,1,2,2,1
63,2,2,1,2,1,2,3,2
63,2,3,3,1,1,1,3,2
63,3,1,1,1,2,1,2,2
63,3,2,3,3,1,2,3,1
63,3,3,4,3,2,2,1,3
63,4,1,4,3,1,1,3,2
63,4,2,3,1,2,1,1,2
63,4,3,4,4,1,2,2,3
63,5,1,3,1,2,2,2,3
63,5,2,2,2,2,1,3,2
63,5,3,1,1,2,2,2,3
63,6,1,4,4,1,1,1,1
63,6,2,1,1,1,1,3,1
63,6,3,3,4,1,2,1,1
63,7,1,3,3,2,1,2,3
63,7,2,2,1,1,2,2,2
63,7,3,1,2,1,1,2,1
63,8,1,3,4,1,1,3,1
63,8,2,2,4,2,1,3,3
63,8,3,2,2,1,2,1,2
63,9,1,3,3,2,1,2,3
63,9,2,1,3,1,2,3,1
63,9,3,2,3,1,1,3,3
63,10,1,1,4,2,2,1,3
63,10,2,4,2,2,1,2,3
63,10,3,4,4,2,2,1,1
63,11,1,1,1,2,2,3,3
63,11,2,2,2,2,2,1,3
63,11,3,1,4,1,1,1,2
63,12,1,4,2,1,1,2,1
63,12,2,2,4,1,2,1,2
63,12,3,2,2,2,2,1,2
64,1,1,4,4,1,1,1,2
64,1,2,1,3,2,2,2,1
64,1,3,1,4,2,1,2,1
64,2,1,4,4,2,1,3,1
64,2,2,2,1,2,2,3,2
64,2,3,3,3,1,2,2,3
64,3,1,3,1,1,2,3,1
64,3,2,2,2,1,1,1,3
64,3,3,3,1,1,2,1,2
64,4,1,1,3,2,1,3,2
64,4,2,3,4,2,1,2,2
64,4,3,3,2,1,1,1,1
64,5,1,2,1,2,2,1,3
64,5,2,4,2,2,2,1,3
64,5,3,3,2,1,2,1,3
64,6,1,1,1,2,1,3,2
64,6,2,1,4,2,1,2,3
64,6,3,2,3,2,2,2,1
64,7,1,3,2,1,1,3,1
64,7,2,4,2,2,1,2,1
64,7,3,4,4,1,2,3,1
64,8,1,2,3,2,1,3,2
64,8,2,2,1,1,2,1,1
64,8,3,2,2,1,1,3,3
64,9,1,4,1,2,2,2,3
64,9,2,3,4,1,2,2,1
64,9,3,1,4,2,2,3,2
64,10,1,1,3,1,1,1,3
64,10,2,1,2,1,1,3,2
64,10,3,1,3,2,1,1,3
64,11,1,2,3,1,2,2,3
64,11,2,4,1,1,1,3,2
64,11,3,4,2,2,2,1,2
64,12,1,3,3,1,2,2,2
64,12,2,2,1,1,2,2,1
64,12,3,4,4,2,1,1,3
65,1,1,2,4,2,2,1,1
65,1,2,4,2,2,2,1,1
65,1,3,3,3,2,2,3,3
65,2,1,3,3,1,2,2,3
65,2,2,2,3,2,1,2,3
65,2,3,4,1,2,2,3,3
65,3,1,1,3,1,2,2,2
65,3,2,2,1,2,1,3,2
65,3,3,3,2,1,2,2,2
65,4,1,2,2,2,1,1,1
65,4,2,2,4,2,2,1,3
65,4,3,1,4,1,2,2,2
65,5,1,2,1,2,2,3,2
65,5,2,3,1,2,1,3,3
65,5,3,2,2,1,1,1,1
65,6,1,4,4,2,2,2,3
