question_set,question,choice,"Organization","Issue area","Financial transparency","Accountability","Funding sources","Relationship with host government"
22,5,3,3,2,2,2,1,3
22,6,1,4,3,1,1,2,1
22,6,2,2,3,1,2,2,2
22,6,3,2,2,1,2,3,3
22,7,1,3,1,2,2,1,3
22,7,2,4,1,1,2,2,1
22,7,3,3,2,1,2,1,1
22,8,1,1,4,1,2,3,3
22,8,2,2,1,2,1,1,2
22,8,3,4,1,1,2,1,2
22,9,1,2,2,2,2,3,1
22,9,2,3,2,2,1,2,3
22,9,3,4,3,2,1,2,1
22,10,1,4,4,1,2,1,3
22,10,2,4,1,1,2,1,1
22,10,3,1,2,2,1,3,2
22,11,1,4,4,2,1,3,2
22,11,2,4,3,2,1,3,2
22,11,3,2,4,2,1,3,2
22,12,1,3,3,2,2,1,1
22,12,2,1,1,2,1,3,3
22,12,3,2,3,1,1,2,3
23,1,1,4,3,2,2,2,2
23,1,2,2,2,2,2,1,1
23,1,3,2,1,2,1,3,3
23,2,1,3,3,1,2,3,1
23,2,2,3,3,1,1,3,2
23,2,3,1,2,2,2,1,2
23,3,1,1,3,1,1,2,1
23,3,2,4,4,2,2,3,3
23,3,3,4,1,2,2,2,1
23,4,1,2,1,1,1,1,1
23,4,2,1,1,1,1,3,2
23,4,3,4,1,1,2,1,3
23,5,1,1,2,2,2,2,1
23,5,2,3,1,2,2,3,1
23,5,3,3,1,2,1,3,2
23,6,1,4,4,1,2,1,2
23,6,2,2,4,2,1,2,1
23,6,3,2,3,2,1,1,2
23,7,1,1,3,2,1,3,3
23,7,2,3,2,2,2,1,1
23,7,3,2,3,1,1,1,3
23,8,1,3,3,1,1,2,3
23,8,2,3,4,1,1,3,3
23,8,3,2,1,1,1,2,2
23,9,1,4,4,2,2,1,3
23,9,2,1,4,2,2,2,3
23,9,3,4,2,2,2,1,2
23,10,1,1,2,1,2,2,1
23,10,2,2,3,1,1,3,2
23,10,3,3,4,2,1,2,1
23,11,1,4,2,1,1,1,2
23,11,2,3,4,1,2,1,1
23,11,3,1,4,2,1,3,3
23,12,1,1,2,1,2,3,3
23,12,2,2,1,1,2,2,3
23,12,3,4,2,1,1,2,2
24,1,1,2,4,2,2,2,2
24,1,2,3,4,1,2,3,3
24,1,3,3,4,2,2,2,3
24,2,1,4,3,1,1,3,1
24,2,2,3,3,2,2,2,1
24,2,3,3,4,2,2,1,3
24,3,1,1,2,1,1,3,3
24,3,2,3,3,2,1,3,2
24,3,3,4,3,2,1,3,1
24,4,1,2,1,2,2,1,3
24,4,2,2,1,2,1,1,1
24,4,3,2,1,1,1,3,2
24,5,1,3,2,2,1,1,3
24,5,2,2,1,2,2,2,2
24,5,3,4,1,2,1,3,1
24,6,1,1,2,1,1,2,1
24,6,2,4,1,2,2,1,1
24,6,3,4,3,1,2,3,2
24,7,1,4,3,1,2,2,2
24,7,2,4,1,2,2,2,3
24,7,3,1,2,1,2,2,2
24,8,1,1,4,1,2,1,2
24,8,2,1,2,1,1,1,3
24,8,3,2,4,1,1,2,1
24,9,1,1,3,2,2,3,1
24,9,2,2,3,1,2,3,3
24,9,3,4,2,1,1,1,3
24,10,1,3,1,1,1,2,3
24,10,2,1,1,1,1,1,2
24,10,3,3,4,2,1,1,2
24,11,1,1,2,1,2,3,2
24,11,2,3,2,1,1,2,1
24,11,3,2,3,2,1,2,1
24,12,1,2,2,1,2,1,1
24,12,2,4,4,2,2,3,2
24,12,3,1,4,2,1,1,3
25,1,1,4,2,1,2,1,3
25,1,2,3,3,2,2,1,1
25,1,3,1,3,2,2,1,1
25,2,1,3,4,1,2,1,3
25,2,2,2,1,2,1,3,3
25,2,3,2,3,2,2,3,2
25,3,1,2,2,2,2,3,2
25,3,2,1,1,1,1,3,1
25,3,3,4,4,1,1,2,2
25,4,1,1,4,2,2,1,2
25,4,2,4,3,1,2,1,1
25,4,3,1,3,2,1,2,2
25,5,1,1,2,1,1,3,3
25,5,2,2,4,2,2,1,3
25,5,3,1,1,2,1,3,1
25,6,1,3,2,2,1,3,1
25,6,2,4,3,1,1,2,2
25,6,3,2,1,1,2,2,3
25,7,1,2,2,1,1,2,3
25,7,2,3,2,2,1,2,2
25,7,3,3,4,1,2,1,2
25,8,1,2,2,1,2,3,2
25,8,2,2,4,2,2,3,3
25,8,3,4,4,2,2,2,3
25,9,1,1,1,1,1,2,1
25,9,2,1,4,1,1,2,2
25,9,3,3,1,1,1,1,3
25,10,1,3,3,2,1,1,3
25,10,2,3,2,1,1,2,1
25,10,3,4,4,2,1,1,1
25,11,1,1,3,2,2,3,1
25,11,2,4,1,1,1,2,2
25,11,3,4,1,1,2,2,1
25,12,1,3,2,2,1,3,2
25,12,2,4,1,2,2,1,3
25,12,3,2,3,1,2,3,1
26,1,1,2,1,1,1,1,1
26,1,2,2,2,1,2,3,3
26,1,3,4,3,1,1,1,3
26,2,1,3,3,2,1,1,1
26,2,2,4,2,1,2,1,2
26,2,3,2,3,1,1,1,3
26,3,1,3,1,1,1,2,1
26,3,2,4,2,1,1,1,3
26,3,3,1,4,2,1,1,2
26,4,1,3,2,1,1,3,2
26,4,2,1,1,2,1,2,3
26,4,3,2,2,2,1,3,1
26,5,1,2,4,1,1,3,3
26,5,2,2,4,1,1,3,2
26,5,3,3,2,2,1,2,2
26,6,1,2,3,2,1,2,3
26,6,2,4,1,1,2,2,2
26,6,3,1,4,2,2,2,1
26,7,1,2,1,1,2,3,2
26,7,2,3,1,2,2,2,2
26,7,3,1,4,2,2,2,2
26,8,1,3,2,2,2,3,1
26,8,2,2,4,2,2,3,3
26,8,3,3,4,2,2,1,3
26,9,1,3,3,1,2,2,1
26,9,2,4,2,2,1,3,1
26,9,3,3,4,1,2,3,1
26,10,1,4,1,2,2,1,2
26,10,2,2,3,1,2,1,1
26,10,3,4,3,1,1,2,1
26,11,1,1,3,2,1,3,3
26,11,2,1,3,1,2,1,1
26,11,3,1,3,1,2,2,3
26,12,1,4,2,1,1,3,3
26,12,2,1,1,2,2,1,2
26,12,3,1,4,2,2,2,1
27,1,1,4,1,2,1,2,2
27,1,2,2,1,1,2,3,1
27,1,3,1,2,2,2,2,3
27,2,1,4,2,1,1,2,2
27,2,2,3,2,1,2,3,2
27,2,3,3,3,1,1,1,3
27,3,1,2,4,2,1,3,2
27,3,2,3,3,1,1,2,2
27,3,3,1,3,1,2,2,3
27,4,1,2,3,1,1,2,1
27,4,2,1,1,1,1,2,1
27,4,3,3,1,1,2,1,2
27,5,1,1,1,2,1,1,3
27,5,2,3,2,2,2,2,1
27,5,3,2,4,2,2,2,3
27,6,1,1,4,1,1,1,2
27,6,2,3,3,2,1,3,1
27,6,3,1,4,1,2,3,1
27,7,1,4,2,2,1,1,2
27,7,2,3,2,2,1,1,3
27,7,3,2,3,2,2,3,3
27,8,1,4,3,2,2,2,1
27,8,2,1,2,1,2,3,2
27,8,3,4,1,1,1,1,1
27,9,1,1,1,1,2,1,2
27,9,2,4,4,2,2,3,1
27,9,3,4,4,2,1,1,3
27,10,1,4,4,1,1,3,2
27,10,2,3,1,1,1,3,3
27,10,3,2,2,2,1,2,2
27,11,1,4,4,1,2,3,1
27,11,2,1,3,2,2,1,1
27,11,3,2,3,2,1,2,3
27,12,1,2,4,2,2,3,1
27,12,2,2,1,1,2,1,3
27,12,3,3,2,2,2,1,3
28,1,1,2,2,2,1,3,2
28,1,2,4,4,1,1,3,2
28,1,3,2,3,2,2,2,3
28,2,1,1,1,2,1,1,1
28,2,2,1,2,1,1,3,3
28,2,3,1,3,2,2,1,2
28,3,1,1,4,1,2,3,3
28,3,2,4,2,2,2,1,3
28,3,3,1,4,2,1,2,2
28,4,1,2,3,1,1,1,2
28,4,2,2,3,1,2,2,2
28,4,3,4,2,2,1,3,2
28,5,1,2,1,1,2,1,2
28,5,2,3,1,2,1,2,1
28,5,3,4,4,1,1,1,2
28,6,1,1,2,1,2,1,3
28,6,2,1,1,1,2,3,2
28,6,3,4,3,2,1,3,3
28,7,1,4,2,1,2,1,3
28,7,2,2,1,2,2,3,1
28,7,3,2,2,2,2,1,1
28,8,1,1,2,1,1,3,2
28,8,2,4,3,2,2,2,1
28,8,3,3,4,2,2,1,2
28,9,1,4,1,2,2,3,3
28,9,2,2,1,2,2,2,1
28,9,3,3,1,2,2,2,3
28,10,1,3,2,1,1,2,3
28,10,2,3,4,1,1,1,1
28,10,3,3,1,2,1,3,1
28,11,1,3,3,1,1,2,1
28,11,2,4,4,1,1,3,1
28,11,3,3,4,1,2,1,1
28,12,1,1,3,2,2,2,3
28,12,2,2,4,1,1,2,1
28,12,3,3,3,1,1,2,3
29,1,1,1,3,2,1,3,1
29,1,2,4,3,2,2,3,2
29,1,3,4,1,1,2,2,3
29,2,1,2,1,1,1,2,2
29,2,2,1,2,1,2,3,3
29,2,3,3,3,2,2,1,3
29,3,1,1,2,1,2,1,1
29,3,2,3,4,2,1,1,3
29,3,3,4,3,1,1,3,3
29,4,1,1,1,2,1,3,1
29,4,2,4,3,1,2,3,1
29,4,3,4,3,2,2,3,3
29,5,1,1,2,2,1,2,3
29,5,2,2,1,1,1,1,1
29,5,3,3,4,1,1,3,2
29,6,1,2,4,1,1,1,1
29,6,2,3,1,1,2,1,2
29,6,3,2,2,2,1,1,2
29,7,1,1,4,1,1,2,2
29,7,2,4,3,2,2,3,1
29,7,3,2,2,2,2,2,2
29,8,1,2,3,1,1,2,2
29,8,2,4,2,2,2,3,2
29,8,3,3,1,1,1,2,3
29,9,1,2,4,2,1,1,2
29,9,2,2,2,2,2,3,1
29,9,3,4,2,1,2,3,1
29,10,1,1,1,2,2,2,3
29,10,2,3,2,1,2,2,3
29,10,3,3,4,2,1,2,2
29,11,1,3,3,1,1,2,1
29,11,2,1,1,1,1,2,3
29,11,3,2,4,2,2,1,1
29,12,1,3,4,1,1,1,1
29,12,2,1,1,2,2,1,3
29,12,3,4,4,2,2,1,2
30,1,1,2,1,2,1,3,3
30,1,2,4,2,2,2,1,1
30,1,3,2,2,2,2,1,2
30,2,1,1,3,2,1,2,2
30,2,2,3,1,1,2,2,1
30,2,3,1,4,1,1,2,3
30,3,1,1,3,1,1,2,1
30,3,2,1,1,1,2,2,3
30,3,3,3,4,2,1,1,3
30,4,1,4,1,2,1,1,3
30,4,2,4,2,1,2,2,1
30,4,3,1,3,2,1,1,3
30,5,1,3,3,1,1,1,3
30,5,2,2,1,1,2,1,3
30,5,3,3,2,1,1,2,2
30,6,1,3,2,1,1,3,1
30,6,2,2,4,2,2,2,3
30,6,3,4,4,2,1,3,2
30,7,1,2,1,1,2,3,2
30,7,2,1,4,1,2,2,1
30,7,3,3,1,2,2,2,1
30,8,1,3,2,1,2,3,2
30,8,2,2,3,1,2,1,2
30,8,3,1,1,1,1,1,2
30,9,1,4,4,2,1,1,1
30,9,2,2,3,2,2,2,2
30,9,3,4,2,2,1,3,1
30,10,1,2,3,1,2,3,2
30,10,2,4,1,1,2,3,1
30,10,3,3,4,2,1,3,2
30,11,1,4,4,2,2,3,3
30,11,2,1,3,1,2,1,1
30,11,3,4,2,2,2,2,3
30,12,1,1,4,2,1,3,3
30,12,2,2,3,1,1,3,1
30,12,3,3,2,2,1,1,2
31,1,1,1,3,1,1,3,1
31,1,2,3,1,2,2,3,1
31,1,3,4,3,2,2,3,2
31,2,1,2,2,1,1,3,1
31,2,2,1,2,1,1,1,1
31,2,3,1,1,2,1,3,1
31,3,1,3,3,1,2,1,2
31,3,2,2,1,2,2,2,3
31,3,3,4,3,2,2,1,3
31,4,1,4,2,2,2,2,2
31,4,2,1,2,1,1,1,2
31,4,3,1,3,1,2,2,3
31,5,1,4,2,2,2,2,1
31,5,2,2,1,1,1,2,2
31,5,3,4,4,2,1,1,2
31,6,1,1,4,1,2,1,3
31,6,2,3,3,2,2,3,2
31,6,3,1,4,1,2,3,1
31,7,1,3,3,2,2,3,1
31,7,2,3,1,2,2,3,3
31,7,3,1,1,2,2,1,1
31,8,1,2,4,1,1,1,3
31,8,2,1,4,2,1,2,2
31,8,3,2,2,1,2,3,2
31,9,1,3,1,1,1,1,1
31,9,2,4,4,2,1,2,1
31,9,3,2,1,1,2,2,3
31,10,1,2,1,1,1,2,1
31,10,2,3,4,1,2,2,3
31,10,3,3,2,1,1,1,2
31,11,1,2,4,1,1,2,3
31,11,2,4,3,2,1,3,3
31,11,3,2,4,2,1,1,3
31,12,1,4,3,1,1,3,3
31,12,2,3,2,2,1,1,2
31,12,3,4,2,2,2,2,2
32,1,1,2,2,2,2,2,2
32,1,2,1,3,2,1,1,3
32,1,3,3,2,1,1,1,3
32,2,1,3,4,1,1,1,1
32,2,2,3,4,1,1,2,1
32,2,3,3,1,1,2,3,2
32,3,1,2,1,2,2,1,1
32,3,2,1,2,1,1,3,2
32,3,3,4,2,2,2,3,2
32,4,1,3,1,2,2,1,3
32,4,2,4,4,2,2,2,2
32,4,3,1,2,1,1,2,2
32,5,1,3,1,2,1,3,1
32,5,2,3,3,2,2,1,3
32,5,3,4,4,1,2,3,2
32,6,1,1,4,2,2,2,1
32,6,2,1,4,1,2,3,2
32,6,3,2,3,1,1,2,1
32,7,1,1,1,1,1,2,2
32,7,2,2,1,1,2,3,3
32,7,3,2,1,2,1,2,3
32,8,1,2,3,2,1,3,3
32,8,2,3,4,1,1,2,2
32,8,3,4,3,1,1,1,1
32,9,1,4,1,2,1,1,2
32,9,2,1,2,2,1,1,3
32,9,3,4,3,2,2,2,1
32,10,1,4,4,1,2,3,3
32,10,2,2,3,2,1,3,2
32,10,3,3,3,1,2,3,1
32,11,1,1,2,2,1,3,3
32,11,2,4,2,1,2,1,3
32,11,3,4,3,1,2,3,1
32,12,1,1,2,1,2,1,3
32,12,2,4,4,2,1,2,1
32,12,3,2,2,2,2,2,2
33,1,1,3,4,1,1,1,2
33,1,2,1,2,2,1,1,1
33,1,3,2,1,1,1,2,3
33,2,1,1,1,1,1,1,2
33,2,2,4,3,1,2,2,1
33,2,3,1,3,2,2,2,1
33,3,1,1,2,2,2,3,2
33,3,2,2,1,2,1,2,1
33,3,3,3,4,2,1,3,3
33,4,1,4,2,1,1,1,1
33,4,2,2,1,2,2,3,1
33,4,3,4,2,2,1,2,3
33,5,1,4,3,1,2,3,3
33,5,2,2,1,1,1,3,3
33,5,3,1,4,1,2,3,1
33,6,1,3,4,2,2,3,3
33,6,2,4,4,2,2,1,1
33,6,3,3,3,2,2,3,3
33,7,1,2,4,1,2,2,2
33,7,2,3,2,2,2,1,3
33,7,3,1,1,2,2,2,3
33,8,1,4,2,1,1,1,2
33,8,2,3,3,1,1,1,1
33,8,3,4,2,1,1,3,2
33,9,1,2,4,1,2,1,2
33,9,2,2,4,2,2,2,2
33,9,3,3,3,2,1,3,3
33,10,1,4,3,1,2,2,1
33,10,2,1,3,1,2,3,3
33,10,3,3,1,1,1,2,2
33,11,1,3,1,1,1,2,3
33,11,2,2,2,2,1,1,2
33,11,3,1,3,2,2,3,2
33,12,1,1,2,2,1,1,2
33,12,2,2,4,1,1,2,1
33,12,3,4,1,2,2,1,1
34,1,1,1,2,1,1,2,3
34,1,2,4,2,1,2,1,1
34,1,3,2,3,1,2,1,3
34,2,1,1,1,1,1,1,2
34,2,2,2,3,2,2,1,1
34,2,3,2,2,2,1,2,1
34,3,1,3,3,2,1,2,2
34,3,2,3,1,2,2,1,3
34,3,3,4,3,1,2,2,2
34,4,1,3,4,1,1,2,3
34,4,2,3,4,2,2,2,1
34,4,3,2,4,2,1,2,3
34,5,1,1,2,1,1,1,2
34,5,2,4,1,1,2,3,2
34,5,3,3,1,1,1,3,2
34,6,1,3,1,1,2,1,3
34,6,2,2,2,1,2,2,1
34,6,3,1,4,1,1,1,1
34,7,1,3,1,2,2,2,3
34,7,2,1,4,2,1,3,2
34,7,3,1,3,2,2,3,1
34,8,1,2,3,2,2,2,2
34,8,2,2,4,1,1,3,3
34,8,3,2,1,2,1,3,1
34,9,1,4,2,1,2,1,2
34,9,2,4,3,1,2,2,3
34,9,3,4,1,2,2,3,2
34,10,1,4,4,1,1,3,2
34,10,2,1,2,2,2,3,1
34,10,3,1,2,2,1,1,3
34,11,1,1,4,1,2,3,3
34,11,2,4,4,2,1,2,1
34,11,3,3,1,2,1,1,1
34,12,1,3,3,2,1,3,2
34,12,2,4,3,1,2,3,1
34,12,3,2,2,2,1,1,3
35,1,1,4,4,2,1,2,2
35,1,2,1,4,2,1,3,2
35,1,3,1,3,2,1,1,1
35,2,1,3,2,1,2,2,1
35,2,2,2,2,2,2,3,3
35,2,3,3,4,2,1,1,2
35,3,1,2,1,2,2,3,3
35,3,2,3,2,1,1,1,1
35,3,3,4,1,1,1,3,2
35,4,1,4,4,2,1,1,1
35,4,2,2,1,2,2,3,3
35,4,3,4,3,1,2,3,2
35,5,1,1,2,2,2,2,1
35,5,2,3,3,1,2,2,3
35,5,3,1,2,2,2,1,3
35,6,1,1,3,1,2,1,2
35,6,2,3,4,1,2,3,1
35,6,3,2,1,1,2,3,1
35,7,1,2,3,1,2,2,3
35,7,2,3,3,2,1,2,1
35,7,3,4,2,1,2,2,1
35,8,1,3,1,2,1,2,2
35,8,2,2,1,1,2,1,1
35,8,3,3,3,2,1,3,3
35,9,1,4,1,1,1,2,3
35,9,2,2,4,1,1,2,3
35,9,3,4,3,2,2,1,2
35,10,1,4,2,2,1,1,2
35,10,2,3,3,2,2,3,1
35,10,3,1,4,1,1,1,1
35,11,1,1,1,1,2,3,2
35,11,2,2,4,1,1,3,3
35,11,3,1,2,2,2,1,3
35,12,1,2,4,1,1,2,2
35,12,2,1,2,2,1,1,2
35,12,3,4,1,1,1,2,3
36,1,1,4,3,2,1,2,3
36,1,2,3,1,1,2,2,3
36,1,3,2,4,1,2,2,1
36,2,1,1,4,1,1,2,1
36,2,2,2,1,2,2,2,2
36,2,3,1,1,2,2,1,2
36,3,1,4,4,1,2,3,3
36,3,2,2,1,1,1,3,3
36,3,3,4,4,1,1,1,1
36,4,1,3,3,2,1,1,2
36,4,2,4,4,1,2,1,2
36,4,3,4,3,1,2,3,2
36,5,1,1,4,2,2,3,3
36,5,2,3,3,2,2,2,2
36,5,3,1,2,2,1,1,1
36,6,1,1,4,1,2,1,1
36,6,2,4,3,2,1,3,3
36,6,3,3,2,1,1,3,3
36,7,1,2,2,2,1,1,2
36,7,2,3,4,2,2,3,2
36,7,3,1,1,2,2,1,1
36,8,1,2,2,2,1,1,1
36,8,2,3,1,2,2,3,1
36,8,3,2,2,2,2,3,3
36,9,1,1,2,1,2,1,1
36,9,2,1,3,1,1,3,1
36,9,3,3,2,2,1,2,2
36,10,1,3,3,2,2,3,3
36,10,2,3,2,2,1,2,1
36,10,3,4,3,1,1,2,2
36,11,1,2,2,1,1,2,3
36,11,2,2,1,2,2,1,2
36,11,3,2,1,1,1,2,1
36,12,1,4,3,1,1,2,2
36,12,2,4,4,1,1,3,3
36,12,3,1,1,1,2,1,3
37,1,1,2,2,2,1,3,3
37,1,2,2,4,2,2,2,2
37,1,3,1,1,2,2,3,1
37,2,1,4,3,1,2,3,3
37,2,2,2,2,1,2,1,3
37,2,3,2,3,2,2,3,3
37,3,1,3,4,2,2,1,1
37,3,2,1,3,1,1,1,2
37,3,3,1,3,1,2,2,2
37,4,1,3,2,2,1,1,1
37,4,2,1,4,2,1,3,2
37,4,3,4,4,1,2,1,2
37,5,1,4,4,2,1,1,2
37,5,2,1,4,2,2,1,2
37,5,3,2,1,2,1,2,1
37,6,1,3,1,1,1,3,1
37,6,2,3,4,1,1,1,3
37,6,3,4,3,2,2,2,3
37,7,1,4,1,1,1,2,1
37,7,2,2,1,2,2,2,3
37,7,3,2,3,1,1,3,3
37,8,1,4,3,2,1,2,2
37,8,2,1,1,1,2,3,1
37,8,3,1,1,1,1,3,2
37,9,1,2,4,1,2,3,3
37,9,2,3,4,1,1,1,3
37,9,3,1,2,1,1,3,1
37,10,1,4,2,2,2,2,2
37,10,2,3,2,2,2,1,1
37,10,3,3,3,2,1,1,1
37,11,1,1,2,1,2,2,2
37,11,2,4,2,2,1,2,3
37,11,3,3,2,1,2,2,1
37,12,1,2,1,1,1,2,1
37,12,2,3,3,2,2,1,3
37,12,3,4,1,1,1,3,2
38,1,1,2,1,2,2,1,3
38,1,2,2,4,2,2,3,2
38,1,3,3,2,1,1,2,1
38,2,1,4,4,1,1,3,3
38,2,2,3,4,1,1,2,2
38,2,3,1,4,1,1,1,1
38,3,1,2,3,1,1,2,1
38,3,2,2,1,2,1,2,2
38,3,3,2,1,2,2,3,1
38,4,1,4,2,1,2,2,3
38,4,2,4,3,2,2,3,3
38,4,3,4,3,2,2,1,2
38,5,1,4,2,1,1,1,2
38,5,2,1,2,2,1,1,3
38,5,3,1,3,2,1,1,1
38,6,1,1,4,1,1,1,1
38,6,2,2,1,2,1,2,2
38,6,3,3,4,2,2,2,2
38,7,1,1,4,2,2,2,3
38,7,2,3,1,1,1,1,1
38,7,3,2,3,1,2,3,2
38,8,1,3,3,1,2,1,2
38,8,2,4,4,1,2,3,3
38,8,3,2,2,1,2,2,1
38,9,1,1,1,2,1,1,3
38,9,2,3,2,1,1,2,1
38,9,3,1,3,1,2,3,3
38,10,1,2,2,2,2,3,1
38,10,2,4,2,2,2,2,3
38,10,3,4,1,2,2,3,1
38,11,1,3,3,2,1,1,2
38,11,2,4,3,2,1,1,2
38,11,3,1,4,1,1,3,2
38,12,1,3,1,1,1,2,1
38,12,2,3,2,2,2,3,3
38,12,3,1,1,1,2,3,3
39,1,1,3,4,2,2,3,1
39,1,2,4,2,1,1,1,1
39,1,3,3,2,1,2,1,2
39,2,1,4,3,1,2,3,2
39,2,2,2,1,2,2,3,3
39,2,3,4,3,2,1,3,2
39,3,1,3,4,1,1,3,1
39,3,2,2,1,2,2,2,2
39,3,3,1,3,1,1,2,3
39,4,1,2,4,1,1,1,3
39,4,2,2,1,1,1,1,3
39,4,3,4,4,1,2,1,1
39,5,1,3,1,1,1,3,3
39,5,2,3,4,1,1,1,3
39,5,3,1,2,1,1,3,1
39,6,1,3,2,2,1,2,2
39,6,2,3,2,1,1,3,2
39,6,3,4,4,2,1,2,2
39,7,1,1,2,1,2,2,1
39,7,2,4,2,2,1,3,3
39,7,3,4,1,2,2,2,2
39,8,1,2,4,2,2,3,1
39,8,2,4,3,1,2,1,2
39,8,3,1,3,2,2,2,1
39,9,1,2,3,2,2,2,2
39,9,2,1,4,2,1,2,3
39,9,3,2,1,1,1,1,2
39,10,1,2,3,2,2,2,1
39,10,2,3,1,1,2,1,1
39,10,3,1,2,1,1,3,3
39,11,1,2,4,2,1,3,1
39,11,2,1,1,2,1,2,3
39,11,3,1,3,2,2,1,2
39,12,1,3,2,1,2,1,3
39,12,2,1,3,2,2,1,3
39,12,3,4,1,2,2,2,1
40,1,1,3,3,2,2,1,3
40,1,2,3,1,2,2,2,3
40,1,3,3,1,1,1,1,3
40,2,1,4,1,1,1,3,1
40,2,2,2,2,2,2,3,3
40,2,3,3,3,2,2,3,2
40,3,1,4,1,1,1,1,3
40,3,2,1,4,2,2,3,1
40,3,3,3,4,1,2,2,1
40,4,1,3,1,1,2,2,1
40,4,2,4,4,1,2,3,1
40,4,3,2,4,2,1,1,1
40,5,1,1,3,2,2,1,3
40,5,2,2,2,1,1,2,1
40,5,3,3,2,1,2,3,2
40,6,1,4,3,1,1,3,2
40,6,2,4,3,2,1,2,1
40,6,3,1,2,2,1,2,2
40,7,1,2,3,2,1,2,3
40,7,2,3,3,1,1,2,2
40,7,3,1,2,2,2,1,2
40,8,1,1,1,1,2,3,3
40,8,2,1,2,2,2,3,3
40,8,3,4,4,1,1,3,2
40,9,1,4,3,1,1,1,2
40,9,2,2,4,1,1,1,1
40,9,3,1,4,1,2,2,1
40,10,1,1,2,2,1,2,2
40,10,2,2,2,1,1,3,1
40,10,3,4,1,2,1,1,3
40,11,1,4,1,2,2,1,3
40,11,2,2,2,2,1,1,2
40,11,3,2,4,1,2,2,3
40,12,1,1,3,2,2,3,2
40,12,2,3,1,1,1,2,1
40,12,3,2,4,2,2,1,2
41,1,1,2,3,2,1,1,2
41,1,2,1,1,1,1,2,2
41,1,3,3,1,1,2,2,3
41,2,1,1,3,1,2,3,3
41,2,2,2,1,1,2,2,1
41,2,3,1,2,2,1,1,3
41,3,1,2,1,2,1,2,3
41,3,2,4,4,1,1,3,1
41,3,3,3,2,2,2,3,3
41,4,1,1,3,2,2,3,3
41,4,2,4,1,2,2,1,1
41,4,3,4,3,2,2,2,1
41,5,1,3,2,2,2,2,2
41,5,2,3,2,1,2,1,1
41,5,3,2,4,1,1,1,3
41,6,1,4,4,1,2,2,2
41,6,2,2,4,2,2,3,3
41,6,3,1,3,2,2,2,3
41,7,1,4,4,1,2,1,2
41,7,2,1,2,1,1,2,3
41,7,3,3,1,1,1,3,3
41,8,1,3,2,1,1,3,2
41,8,2,3,1,2,1,3,1
41,8,3,3,3,2,1,2,2
41,9,1,2,3,1,2,1,1
41,9,2,4,1,2,2,3,2
41,9,3,4,4,2,1,1,1
41,10,1,3,4,2,2,2,1
41,10,2,1,3,2,1,2,1
41,10,3,2,2,2,1,1,1
41,11,1,2,1,1,1,1,2
41,11,2,2,3,2,2,1,2
41,11,3,1,2,1,2,3,3
41,12,1,4,2,1,1,3,2
41,12,2,1,4,1,1,1,1
41,12,3,4,4,1,1,3,2
42,1,1,4,2,1,1,3,3
42,1,2,1,2,2,2,1,3
42,1,3,2,1,2,1,3,3
42,2,1,3,1,1,1,3,2
42,2,2,2,4,1,2,2,2
42,2,3,3,4,1,2,3,1
42,3,1,2,4,2,2,1,2
42,3,2,1,4,1,2,2,1
42,3,3,1,2,2,2,2,1
42,4,1,1,1,2,2,3,3
42,4,2,3,2,2,2,1,1
42,4,3,4,3,1,2,1,3
42,5,1,3,4,2,1,1,1
42,5,2,4,4,2,1,1,3
42,5,3,4,4,2,1,1,2
42,6,1,4,1,1,1,3,3
42,6,2,4,2,1,1,2,3
42,6,3,1,1,2,1,2,1
42,7,1,3,2,2,1,3,1
42,7,2,2,3,2,2,3,2
42,7,3,3,4,1,2,2,2
42,8,1,1,2,1,2,2,3
42,8,2,1,2,1,1,2,1
42,8,3,3,1,2,2,1,2
42,9,1,1,3,2,1,3,1
42,9,2,4,3,2,1,2,2
42,9,3,4,1,1,1,1,1
42,10,1,2,1,1,1,2,2
42,10,2,1,2,2,2,2,2
42,10,3,2,4,1,2,1,3
42,11,1,2,3,2,1,1,3
42,11,2,3,3,1,2,3,1
42,11,3,3,3,1,1,3,1
42,12,1,4,3,1,1,1,3
42,12,2,2,3,2,2,3,2
42,12,3,2,1,1,2,2,2
43,1,1,3,3,2,2,1,3
43,1,2,1,4,2,1,2,3
43,1,3,4,1,1,1,1,1
43,2,1,2,4,2,2,3,2
43,2,2,2,1,2,2,2,2
43,2,3,1,4,2,2,1,3
43,3,1,3,1,1,1,3,1
43,3,2,1,1,1,1,2,1
43,3,3,4,2,2,1,1,3
43,4,1,3,2,1,2,3,1
43,4,2,1,2,1,1,2,3
43,4,3,2,4,1,2,3,1
43,5,1,2,4,2,1,3,1
43,5,2,3,4,2,2,2,1
43,5,3,4,2,1,2,1,1
43,6,1,2,2,1,1,2,1
43,6,2,2,1,2,2,1,2
43,6,3,4,1,2,1,2,2
43,7,1,3,2,2,1,1,3
43,7,2,3,1,1,2,2,2
43,7,3,2,3,2,1,3,2
43,8,1,1,3,1,2,3,2
43,8,2,2,3,1,2,3,2
43,8,3,1,3,2,2,3,3
43,9,1,3,2,1,2,2,1
43,9,2,2,3,2,1,2,2
43,9,3,1,4,1,1,1,1
43,10,1,3,1,2,1,3,3
43,10,2,1,1,2,2,1,2
43,10,3,4,3,2,2,3,3
43,11,1,1,3,1,1,2,3
43,11,2,4,3,2,1,3,3
43,11,3,4,2,1,1,2,3
